id,Question,Answer
634,are testudines the crown group of the superorder chelonia,True
635,do turtles breathe air,True
636,are harvesting wild turtles legal anywhere,True
637,is there a way to approximate the age of a turtle,True
638,can turtles spend all their time underwater,False
639,are violinists and fiddlers the same thing,True
640,are violins a single size,False
641,are violas and cellos in the same family of instruments as violins,True
642,are xylophone bars made of rosewood,True
643,is the xylophone a precursor to the vibraphone,True
644,were ancient mallets made of copper,False
645,can a xylophone be 3 octaves,True
646,can a short bar follow a long bar,False
647,did vibraphones exist in 1930,True
648,was alessandro volta an egyptian,False
649,was volta taught in public schools,True
650,was volta made a count in 1810,True
651,did volta marry before he became professor of experimental physics at the university of pavia,False
652,was alessandro volta born in como,True
653,is voltas legacy celebrated by a temple on the shore of lake como in the center of the town,True
654,is the battery made by volta credited as the first electrochemical cell,True
655,was avogadro a  professor at the university of turin,True
656,was he a member of the royal superior council on public instruction,True
657,is avogadros number used to compute the results of chemical reactions,True
658,was amedeo avogadro was born in turin,True
659,is avogadro hailed as a founder of the atomicmolecular theory,True
660,did johann josef loschmidt first calculate the value of avogadros number,True
661,is amedeo avogadro italian,True
662,did he become a professor before the revolutionary movements against the king of sardinia,True
663,do ants belong to the hymenoptera order,True
664,are ants used in cuisine,True
665,does an ants head contain sensory organs,True
666,do ants thrive in most ecosystems,True
667,are several species of ants able to use the earths magnetic field,True
668,do some caterpillars produce vibrations as well as sounds,True
669,did ants evolve from wasplike ancestors in the midcretaceous period between 110 and 130 million years ago and diversified after the rise of flowering plants,True
670,is the ant a marsupial,False
671,is antwerp a city,True
672,is antwerp a municipality,True
673,is antwerp in belgium,True
674,why is antwerp important to fashion,True
675,is arabic a central semitic language,True
676,was arabic a major vehicle of culture in europe,True
677,is arabic classified alongside semitic languages,True
678,is arabic the largest member of the semitic language family,True
679,does modern standard arabic continue to evolve like other languages,True
680,is hassaniya arabic spoken in mauritania,True
681,was pascal a french mathematician,True
682,did pascal have poor health throughout his life,True
683,did pascal write about cycloid before 1658,False
684,is there a programming language called pascal,True
685,was he a child prodigy who was educated by his father a civil servant,True
686,was pascals earliest work in the natural and applied sciences where he made important contributions to the construction of mechanical calculators the study of fluids and clarified the concepts of pressure and vacuum by generalizing the work of evangelista torricelli,True
687,did pascal also write in defense of the scientific method,True
688,was charlesaugustin de coulomb a spanish biologist,False
689,was the si unit of charge named after charlesaugustin de coulomb,True
690,was charlesaugustin de coulomb ever employed at la rochelle,True
691,did charlesaugustin de coulomb come from a poor family,False
692,does coulomb leave a legacy as a pioneer in the field of geotechnical engineering for his contribution to retaining wall design,True
693,did the family move to paris as well as there coulomb studied at the prestigious collge des quatrenations,True
694,is he best known for developing coulombs law the definition of the electrostatic force of attraction and repulsion,True
695,the si unit of charge the coulomb was named after him,True
696,did coulomb die in angoulãªme france to a welltodo family,False
697,are all spoken varieties of chinese tonal and analytical,True
698,is fifty percent or more of korean vocabulary of chinese origin,True
699,does ketchup come from the minnan pronunciation of 3985327713 koetsiap,True
700,is one of the parts of a cymbal called a disc,False
701,are ride cymbals very common,True
702,does fender make cymbals,False
703,is the dragonfly associated with late summer as well as early autumn,True
704,is it characterized by large multifaceted eyes two pairs of strong transparent wings and an elongated body,True
705,is the drum a member of the percussion group,True
706,does each type of drum head serve its own musical purpose,True
707,is the aburukuwa a type of drum,True
708,had the drums been used in sri lanka since before christ,True
709,are drums often used in music therapy,True
710,do drums consist of at least eight membranes,False
711,has the design of drums changed recently,False
712,can some cylindrical shell drums have no drum heads,False
713,does every drumhead make the same sound,False
714,arent drums usually played by the hands,True
715,are drums usually played by the hands,True
716,do many such drums have six to ten tension rods,True
717,do drums consist of at least one membrane called a drumhead or drum skin that is stretched over a shell and struck either directly with parts of a players body or with some sort of implement such as a drumstick to produce sound,True
718,have other techniques been used to cause drums to make sound such as the thumb roll,True
719,is the electric eel a true eel,False
720,are most eels predators,True
721,is eel blood toxic to humans,True
722,do all eels live in fresh water,False
723,is finnish an official language of the european union,True
724,are the dialects of finnish divided into two groups,True
725,is finnish threatened by english,False
726,do openended flutes have brighter timbres,True
727,are western flutes simpler than indian flutes,False
728,has the flute been dated to prehistoric times,True
729,was the pan flute used in greece,True
730,can a flute be played with several different air sources,True
731,has the dragon historically served as chinas national emblem,True
732,do pandas hibernate,False
733,do giant pandas attack humans,True
734,is the giant panda a mammal,True
735,is the giant panda a terrestrial animal,True
736,is the giant panda an endangered species,True
737,is the giant panda a carnivore,True
738,is an acoustic guitar dependent on an external device,False
739,is the battente smaller than a classical guitar,True
740,is the flamenco guitar similar to the classical guitar,True
741,is a guitar an instrument,True
742,can guitars be divided into two broad categories,True
743,do picks come in many shapes and sizes,True
744,did becquerel study science at the école des ponts et chaussées,True
745,did he become chief engineer in the department of bridges and highways in 1892,False
746,was becquerel a french physicist,True
747,was isaac newton british,True
748,did isaac newton die in 1898,False
749,did the occult influence newtons theory of gravitation,True
750,were newtons religious views consistent with anglicanism,False
751,was sir isaac newton an english physicist and mathematician,True
752,did he build the first practical reflecting telescope,True
753,was isaac newton educated at the kings schol grantham,True
754,did free jazz feature a pollock painting as its cover artwork,True
755,during his lifetime did pollock enjoy considerable fame and notoriety,True
756,is the wisma building the tallest building in indonesia,True
757,is there a chinese community in jakarta,True
758,is jakarta the 12th largest city in the world,True
759,is the the biggest university in jakarta the university of indonesia,True
760,is jakarta a city,True
761,is the most important river the ciliwung river,True
762,do mikrolets travel on the main roads,False
763,did the economy improve in jakarta in 2007,True
764,did jayawikartas soldiers attack the dutch fortress,True
765,did suharto resign as president,True
766,was the jakarta area part of the fourth century indianized kingdom of tarumanagara,True
767,do other landmarks include the istiqlal mosque as well as jakarta cathedral,True
768,is jakarta the countrys economic cultural and political center,True
769,do koalas have a slow metabolism,True
770,is the koala found in coastal regions of eastern and southern australia from near adelaide to the southern part of cape york peninsula,True
771,is korean the official language of korea,True
772,is the word korean derived from goryeo,True
773,are all dialects of korean similar to each other,True
774,are there seven verb paradigms or speech levels in korean,True
775,is modern korean written with spaces between words,True
776,are the korean names for the language based on the names for korea used in north as well as south korea,True
777,is it not also one of the two official languages of the yanbian korean autonomous prefecture in china,True
778,is it also one of the two official languages in the yanbian korean autonomous prefecture in china,True
779,is kuala lumpur the capitol of malaysia disfluent,True
780,is kuala lumpur in the selangor state,True
781,is it a host city for the formula one world championship,True
782,is the central market located in the proximity of the pertama complex,False
783,is it home to the parliament of malaysia,True
784,is there a more industrialized region in malaysia,False
785,wasnt leonardo da vinci valued as an engineer,False
786,has leonardo often been described as the archetype of the renaissance man a man whose unquenchable curiosity was equaled only by his powers of invention,True
787,is he widely considered to be one of the greatest painters of all time and perhaps the most diversely talented person ever to have lived,True
788,according to art historian helen gardner were the scope and depth of his interests without precedent and his mind and personality seem to us superhuman the man himself mysterious and remote,True
789,are lobsters invertebrates,True
790,are lobsters kosher,False
791,do lobsters have blue blood,True
792,do lobsters feel pain,True
793,did the moche people worship lobsters,True
794,were the recitations of the ancient greeks accompanied by lyre playing,True
795,does a classical lyre have a hollow body,True
796,is the lyre a stringed musical instrument,True
797,is the foot pedal framework for a piano called a lyre,True
798,does a standard piano have fewer strings than a harp,False
799,is malay the official language of iraq,False
800,could malay have originated from sumatra island,True
801,is malay an agglutinative language,True
802,are there many words in malay that use natural gender,False
803,is malay in the austronesian family of languages,True
804,is there one negation word in malay,False
805,do linguists consider malay to be a single language,False
806,can speakers of modern malay understand old malay,False
807,wasnt malay language written using pallava,True
808,was malay language written using pallava,True
809,had the language already been used as the lingua franca throughout the archipelago since the 15th century,True
810,is malay spoken as local dialect of ethnic malays,True
811,is malay the one of the most widely spoken languages in the world,True
812,was it derived from latin,True
813,is melbourne the capital and most populous city in the state of victoria,True
814,is melbourne home to australias busiest seaport,True
815,does melbourne have a large international student community,True
816,is faraday best known for his work with kinematics,False
817,was he active in the area now called environmental science,True
818,did he discover benzene,True
819,did he advise the british government on the production of chemical weapons for use in the crimean war,False
820,did faraday have strong maritime interests,True
821,does the charge reside on the interior of a charged conductor,False
822,was michelangelos mother francesca di neri del miniato di siena,True
823,was michelangelos output in every field during his long life prodigious,True
824,does montreal contain the largest church in canada,True
825,is nairobi the capital of kenya,True
826,was nairobi founded in 1899,True
827,is the current estimated population of nairobi about 6 milion,False
828,does the city and its surrounding area also form the nairobi province,True
829,does the name nairobi come from the maasai phrase enkare nyirobi which translates to the place of cool waters,True
830,is there a monument to tesla at niagara falls new york,True
831,was tesla an american citizen,True
832,was tesla on the cover of time magazine,True
833,did tesla win the nobel prize,False
834,was tesla rich at the time of his death,False
835,did norman rockwell spend the winter months as artistinresidence at otis college of art as well as design,True
836,did norman rockwell publish a total of 321 original covers for the saturday evening post over 47 years,True
837,do his works enjoy a broad popular appeal in the united states where rockwell is most famous for the cover illustrations of everyday life scenarios he created for the saturday evening post magazine over more than four decades,True
838,are among the bestknown of rockwells works the willie gillis series rosie the riveter although his rosie was reproduced less than others of the day saying grace 1951 and the four freedoms series,True
839,is he also noted for his work for the boy scouts of america bsa,True
840,are octopus highly intelligent,True
841,do males use a specialized arm called a hectocotylus to insert spermatophores,True
842,is octopus a common food in mediterranean cuisine as well as portuguese cuisine,True
843,is the collective form octopus usually reserved for animals consumed for food,True
844,has an octopus a hard beak with its mouth at the center point of the arms,True
845,is in the 1996 movie surviving picasso picasso played by actor anthony hopkins,True
846,is the us copyright representative for the picasso administration the artists rights society,True
847,is he one of the most recognized figures in 20thcentury art,True
848,is he best known for cofounding the cubist movement and for the wide variety of styles embodied in his work,True
849,are among his most famous works the protocubist les demoiselles davignon 1907 and guernica 1937 his portrayal of the german bombing of guernica during the spanish civil war,True
850,are pianos used in western music,True
851,are upright pianos called vertical pianos,True
852,did bartolomeo cristofori invent the modern piano,True
853,is the leftmost pedal on a grand piano called the una corda,True
854,is it advantageous for a grand pianos metal plate to be quite massive,True
855,is the mechanism in an upright piano perpendicular to its keys,True
856,do older pianos have more keys than modern pianos,False
857,is one of the best known impressionist works renoirs 1876 dance at le moulin de la galette,True
858,was pierreauguste renoir born in limoges hautevienne france the child of a working class family,True
859,as a celebrator of beauty and especially feminine sensuality has it been said that renoir is the final representative of a tradition which runs directly from rubens to watteau,True
860,did pierreauguste renoir die in limoges hautevienne france the child of a working class family,False
861,as a boy did he work in a porcelain factory where his drawing talents led to him being chosen to paint designs on fine china,True
862,is portuguese an official language of andorra,False
863,does the portuguese language have its roots in the latin language,True
864,does portuguese contain words from the arabic language,True
865,wasnt portuguese language spread by arriving roman soldiers,True
866,is portuguese an official language of several international organizations,True
867,is it derived from the latin spoken by the romanized preroman peoples of the iberian peninsula namely the gallaeci the lusitanians the celtici and the conii around 2000 years ago,True
868,was it used as the exclusive lingua franca on the island of sri lanka for almost 350 years,True
869,is the city named after the apostle saint peter,True
870,has the terrain in the city been artificially raised,True
871,has equestrianism been a long tradition popular among the tsars and aristocracy,True
872,were the citys other names petrograd  1914  1924 and leningrad  1924  1991,True
873,is it often called just petersburg rrb and is informally known as piter rrb,True
874,founded by tsar peter i of russia on 27 may 1703 was it the capital of the russian empire for more than two hundred years 1713  1728 1732  1918,True
875,was mission bay campus opened in 2003,True
876,was the university of san fransisco founded in 1855,True
877,is golden gate park the largest city park,True
878,is crissy field an airfield,True
879,does the de young museum house the asian art museum,True
880,is san francisco also the financial cultural and transportation center of the larger san francisco bay area a region of 74 million people,True
881,is swedish a descendant of old norse,True
882,does swedish use the perfect participle to form the present perfect tense,False
883,was taipei founded in the 18th century,True
884,is the national palace museum in taipei,True
885,is the trumpet the musical instrument with the highest register in the brass family,True
886,is a trumpet played by blowing air through closed lips,True
887,is the most common type of trumpet the b trumpet,True
888,were trumpet players heavily guarded,True
889,are pocket trumpets compact b trumpets,True
890,was dizzy gillespie a famous trumpeter in 1998,False
891,what was maynard ferguson noted for being able to play accurately,True
892,is the breeze eazy  method sometimes used to teach younger students,True
893,do many players use a smaller mouthpiece on the piccolo trumpet,True
894,is the trumpet constructed of brass tubing bent twice into an oblong shape,True
895,are they constructed of brass tubing bent twice into an oblong shape and are played by blowing air through closed lips producing a buzzing sound which starts a standing wave vibration in the air column inside the trumpet,True
896,are there several types of trumpet,True
897,was the ottoman script replaced with a variant of the latin alphabet,True
898,is there a definite article in turkish language,False
899,is it possible to alter the word order to stress the importance of a certain phrase,True
900,does vietnamese have a comparatively large number of vowels,True
901,is vietnamese the mother tongue of the vietnamese people,True
902,is vietnamese the official administrative language of vietnam,True
903,have consonant clusters been lost,True
904,is vietnam independent from france,True
905,were the letters first annotated in 1913 by theos widow johanna van goghbonger,True
906,was kee seven years older than van gogh as well as had an eightyearold son,True
907,did he suffer from anxiety and increasingly frequent bouts of mental illness throughout his life and died largely unknown at the age of 37 from a selfinflicted gunshot wound,True
908,appreciated during his lifetime did his fame grow in the years after his death,True
909,is today he widely regarded as one of historys greatest painters and an important contributor to the foundations of modern art,True
910,does a violin have four strings,True
911,is the violin supported by the left shoulder,True
912,is the violin shaped like an hourglass,True
913,is the violin a percussion instrument,True
914,is a string first tuned to a standard pitch,True
915,is each node at an integer division of the string,True
916,is the tuning gdae used for most violin music,True
917,is a violin sometimes informally called a fiddle regardless of the type of music played on it,True
918,does the word violin come from the middle latin word vitula meaning stringed instrument,True
919,is the xylophone a musical instrument,True
920,was the xylophone associated with the folk music of the united states by the 19th century,False
921,was it likely that the xylophone reached europe during the crusades,True
922,does kelon increase or decrease tone quality of the xylophone,False
923,do the different species of zebras interbreed,False
924,do zebras sleep standing up,True
925,have plains zebras been crossed with mountain zebras,True
