id,question,answer
1338,do you need a bridge in a song,False
1339,are pork rinds and pork skins the same thing,True
1340,a valediction forbidding mourning is the speaker about to die,False
1341,has the us post office ever been in debt,True
1342,a cappella indicates a choral work performed with accompaniment,False
1343,are the songs in mamma mia 2 from abba,True
1344,are there victorias secret stores in europe,True
1345,is there gonna be a daredevil season 3,True
1346,do you have to kick the ball forward at kick off,False
1347,can floor area be bigger than lot area,False
1348,is washington dc considered part of the united states,True
1349,most television shows that reach 50 episodes minimum go into syndication and go into reruns,False
1350,can you use gamecube controller for wii games,True
1351,is mothers day always the second sunday of may,True
1352,can you use guernsey money in the uk,True
1353,do you get conjugal visits in prison uk,False
1354,is a walk in closet considered a room,True
1355,are isle of man pounds legal tender in england,False
1356,do grocery stores in oregon sell hard liquor,False
1357,is the fox part of the dog family,True
1358,will there be a 7th season of parenthood,False
1359,does all canon lenses fit all canon cameras,False
1360,is the bates motel filmed at universal studios,True
1361,is it possible for the uk to have a tsunami,True
1362,does debra morgan fall in love with dexter,True
1363,is a credit hour the same as a semester hour,True
1364,can a player play in uefa competition for more than one club in the same season,False
1365,are there any public hospitals in the us,True
1366,can a car go the speed of sound,True
1367,is the actor that plays kevin on young and restless leaving the show,False
1368,did india ever qualified for fifa world cup,True
1369,an above the line deduction refers to a deduction for agi,True
1370,has a 16 seed ever won a ncaa tournament game,True
1371,are white tigers and bengal tigers the same,True
1372,did england qualify for the world cup 2010,True
1373,is the lead singer of blur in the gorillaz,True
1374,is a non metal used in the vulcanisation of rubber,False
1375,can the president of the united states declare war on his own,False
1376,can you really make a citizens arrest,True
1377,is scott and sid based on a true story,True
1378,is bourbon street in the french quarter in new orleans,True
1379,is not being able to spell a form of dyslexia,True
1380,did dr stevens die on greys anatomy,False
1381,is there a new series of lethal weapon,True
1382,is a swift code the same as a bsb number,False
1383,are scottish hydro and sse the same company,True
1384,is a certified abstract of birth a birth certificate,True
1385,is leeds the 3rd largest city in england,False
1386,is ao no exorcist season 2 a sequel,True
1387,is iso and film speed the same thing,False
1388,did manny from ice age have a family,True
1389,can a senior in high school play junior varsity,True
1390,does anyone die in season 8 of greys anatomy,True
1391,is tmobile owned by another company,True
1392,is point guard and shooting guard the same thing,False
1393,is old fashion oats the same as rolled oats,False
1394,do you always have to dial an area code,False
1395,does the colorado river make it to the ocean,False
1396,does every team get a player in the all star game,True
1397,is garden of the gods a state park,False
1398,is there such thing as a black card,True
1399,does it snow in north carolina in december,True
1400,could two molecules contain the same sets of atoms but have different properties,True
1401,has wayne rooney ever won the champions league,True
1402,do you have to be a citizen to vote in the us,True
1403,was the african queen filmed in dalyan turkey,False
1404,is the pentagon the largest office building in the world,True
1405,was this is me written for the greatest showman,True
1406,is there going to be a season 3 of free iwatobi swim club,True
1407,as part of the agricultural adjustment act farmers were paid subsidies,True
1408,citizen kane did not do well at the box office although it was praised by critics,True
1409,did the person who played mark sloan die in real life,False
1410,does chuck die in gossip girl season 5,False
1411,can you drink alcohol in public in texas,False
1412,did sam make it home on quantum leap,False
1413,are there any states that allow smoking in restaurants,True
1414,are holland america and carnival owned by the same company,True
1415,do i need a tourist visa for taiwan,False
1416,is a panda a member of the bear family,True
1417,does a bee always die after it stings,False
1418,is the colorado river in texas the same as in colorado,False
1419,does the opening of game of thrones change,True
1420,does alex ever come back to law and order,True
1421,is there a second snow white and the huntsman,True
1422,does google duo have end to end encryption,True
1423,are pistol grip shotguns legal in new york,False
1424,is there going to be a carrie 2,True
1425,will there be a fifth season of mom,True
1426,do they still hold the worlds fair,True
1427,does the samsung galaxy note 5 have a fingerprint scanner,True
1428,can you move a pawn backwards in chess,False
1429,is 9 a lucky number in chinese culture,True
1430,are all xbox 360 controllers compatible with pc,True
1431,is there a bridge between ireland and scotland,False
1432,jesuits are recognized as order to the pope,True
1433,is what does the fox say about furries,False
1434,do you need to pull over for emergency vehicles,True
1435,can i ask for cashback with a credit card,False
1436,was maude a spin off of all in the family,True
1437,is there such a thing as salt poisoning,True
1438,is all dlc included in skyrim special edition,True
1439,is tmobile the same as att,False
1440,will there be a season 5 of shield,True
1441,is diners drive ins and dives still in production,True
1442,is 38 special and 38 sw the same,False
1443,is it legal to carry a pocket knife in england,True
1444,is a drag link the same as a tie rod,False
1445,did jed lowrie play for the red sox,True
1446,is 16 september a public holiday in malaysia,True
1447,is pound sterling the same as british pound,True
1448,are there any damart shops in the uk,True
1449,is radius of curvature same as centre of curvature,False
1450,is ayia napa in the greek part of cyprus,True
1451,is homeland security part of the executive branch,True
1452,was there ever a killer whale at dudley zoo,True
1453,was employee of the month filmed at costco,True
1454,did all the soldiers survive in 12 strong,True
1455,are voltagegated sodium channels always open,False
1456,can you get a second queen in chess,True
1457,is there a new star trek series coming,True
1458,does the nile flow into the mediterranean sea,True
1459,does the associative property allow you to change the order in which you complete two operations,False
1460,is there a month with two full moons,True
1461,is jersey and guernsey part of the uk,False
1462,is evaporated filled milk the same as evaporated milk,False
1463,is there an operating room on air force one,True
1464,is 5 fold the same as 5 times,True
1465,is the positive terminal of a battery the anode,True
1466,are us and canadian passports the same size,False
1467,is 38 sw special the same as 38 special,True
1468,is harry potter and the philosophers stone the first book,True
1469,was there a degrassi before degrassi the next generation,True
1470,does the toyota rav4 have all wheel drive,True
1471,are there water rides at knotts berry farm,True
1472,nfl rules can the ground cause an incomplete pass,False
1473,is jigsaw a part of the saw series,True
1474,does a catcher get an assist on a strikeout,False
1475,are thrift shops the same as charity shops,True
1476,was imitation of life based on a true story,False
1477,does phoebe from friends actually have a twin,True
1478,is its a wonderful life public domain,False
1479,did hurricane ike create a recorded storm surge,True
1480,is the f35 a fifth generation fighter,True
1481,does the tour de france take the same route every year,False
1482,can we use nuclear power to propel spaceships,True
1483,is 2 cycle and 2 stroke the same thing,True
1484,is the head gasket part of the motor,True
1485,can a us citizen have a royal title,False
1486,does ohio have a stand your ground law,True
1487,can you play doki doki literature club on ps4,False
1488,is northern ireland part of the united kingdom,True
1489,is there a follow up movie to the golden compass,False
1490,was there a cure for syphilis in 1827,False
1491,is the bourne series based on a true story,False
1492,does oxidation always result in the initiation of a fire,False
1493,is there a movie called category 7 end of the world,False
1494,is there a 500 dollar bill in us currency,False
1495,can you put a mini itx motherboard in an atx case,True
1496,has an nfl team ever played a super bowl in their home stadium,False
1497,is jimmy anderson the best bowler in the world,True
1498,is semi pro based on a true story,False
1499,can a lack of sleep cause a seizure,True
1500,can the atmosphere be considered a natural resource,True
1501,is a red stag bigger than an elk,False
1502,is it summer or winter in brazil right now,True
1503,has the canadian dollar ever been higher than the us dollar,True
1504,was drought an important cause of the recent famine in south sudan,True
1505,is there a sequel to simon vs the homosapiens agenda,True
1506,does nba have one and one free throws,False
1507,are there any sharks in the mississippi river,True
1508,does minnesota have the stand your ground law,False
1509,is one day in the life of ivan denisovich fiction,True
1510,did greece qualify for the world cup 2018,False
1511,can you play lego rock band without instruments,False
1512,is pak choy and bok choy the same,True
1513,is there a second season of looming tower,False
1514,is season 8 the last of the vampire diaries,True
1515,is magenta from blues clues a girl,True
1516,can a person have more than 4 wisdom teeth,True
1517,does monterey bay aquarium have a great white shark,False
1518,does the us have embassies for other countries,True
1519,are the hilton hotels owned by the hiltons,False
1520,can a woman give birth at 50 years,True
1521,has the usa ever won the fifa world cup,False
1522,is season 13 of greys anatomy the last,False
1523,is egypt considered part of the middle east,True
1524,is us news and world report a newspaper,False
1525,does golden goal apply in the world cup,False
1526,is it possible to drive from alaska to chile,True
1527,does a square matrix always have an inverse,False
1528,is the uk the only country with a monarchy,False
1529,was san antonio ever the capital of texas,False
1530,do you have to be born in the us to become president,True
1531,does new zealand have a bill of rights,True
1532,is the way by ariana grande a cover,False
1533,is it illegal to sign the american flag,False
1534,is the wind through the keyhole part of a series,True
1535,is it legal to busk in the us,True
1536,is the statue of liberty on new jersey,False
1537,was italy a member of the league of nations,True
1538,do the miami dolphins still have a dolphin,False
1539,does a dairy cow need to be pregnant to produce milk,False
1540,did the mets play at the polo grounds,True
1541,can you spend euros in the isle of man,True
1542,does a trust have to have a trustee,True
1543,is there a water park at alton towers,True
1544,does canada have a right to free speech,True
1545,does tequila have a worm in the bottle,False
1546,can you play xbox 360 games on an xbox one console,True
1547,the persian empire attacked greece by both land and sea,True
1548,is a the window seat on a plane,True
1549,is there such a thing as a ground squirrel,True
1550,is the current movie a star is born a remake,True
1551,is the fuller brush company still in business,True
1552,is season eight the last season of game of thrones,True
1553,does teresa die in the death cure book,True
1554,are all boston terriers born by c section,False
1555,is there a fifty shades of grey part 2,True
1556,do you still get paid while on strike,True
1557,did they take wrestling out of the olympics,False
1558,is distance measured using the same system all over the world,False
1559,is there a fifa world cup 2018 game,True
1560,are oakley and ray ban owned by the same company,True
1561,was the movie chicago based on a true story,True
1562,is the ivory coast north of the equator,True
1563,did miles and corky married on murphy brown,True
1564,can you get a restraining order against your landlord,True
1565,do i need a visa to usa as a british citizen,True
1566,do inter milan and ac milan share a stadium,True
1567,is an undertow the same as a rip current,False
1568,is there going to be a season 2 of flashforward,False
1569,did anyone die in the battle of fort sumter,False
1570,did the atlanta braves ever win the world series,True
1571,is los cabos same as cabo san lucas,False
1572,if you get subbed out in soccer can you come back in,False
1573,is there a walmart store in every state,False
1574,dialup is the slowest type of the internet connection,False
1575,is the cambelt the same as the timing belt,True
1576,can a young person die of natural causes,True
1577,did gone with the wind win the best picture academy award,True
1578,can juveniles be sentenced to death in texas,False
1579,is any atp made in the krebs cycle,True
1580,does natasha marry pierre in war and peace,True
1581,is there going to be suicide squad two,True
1582,is movie bernie based on a true story,True
1583,are ground hogs and woodchucks the same animal,True
1584,does microsoft office professional plus 2016 include project,False
1585,is there a bridge connecting sweden and denmark,True
1586,can a man legally change his last name,True
1587,is it legal to drink in public france,True
1588,does curry have a brother in the nba,True
1589,the money used in jordan is called the dinar,True
1590,can you have a pistol in the uk,False
1591,is it possible for hair to change color,True
1592,can you buy 190 proof everclear in michigan,True
1593,is blood serum the same as blood plasma,True
1594,is mother day the first sunday of may,False
1595,is the grand floridian modeled after the hotel del coronado,True
1596,is there barge traffic on the missouri river,True
1597,is walmart the biggest retail company in america,True
1598,is acyclovir used for anything other than herpes,True
1599,is there a age limit to be president,True
1600,are they making another season of young justice,True
1601,port vale only team not named after a place,False
1602,has panama ever made it to the world cup,True
1603,are there any members of the bee gees still alive,True
1604,is there going to be a world cup 2018 game,True
1605,by the end of the fourth century christianity was the official religion of the roman empire,True
1606,did mariah carey wrote all i want for christmas,True
1607,is the film truth or dare on netflix,False
1608,is there a new season of the resident,True
1609,are the new york cosmos in the mls,False
1610,is season 7 of once upon a time the last,True
1611,pteridophytes can be referred to as vascular cryptogams comment,True
1612,is rogue one a part of star wars,True
1613,is a fixed asset a non current asset,True
1614,do you have to pay tax on bet winnings australia,False
1615,will there be a season 5 of skinny girl in transit,True
1616,is there a season 7 of game of thrones,True
1617,did the mets ever win a world series,True
1618,do max and liz get back together in roswell,True
1619,is a shallot the same as a leek,False
1620,is there such a thing as a widows ring,True
1621,is the cerebrum and the cerebral cortex the same,False
1622,is there going to be a season 3 marco polo,False
1623,does every country have an embassy in the us,False
1624,is the tv show blue bloods still on,True
1625,can you use wood bats in college baseball,True
1626,does the piccadilly line stop at turnham green on sundays,True
1627,is season 7 the final season of true blood,True
1628,does the air force have a top gun,True
1629,can you have twins and have two different fathers,True
1630,can a person function with half a brain,True
1631,can you make a right turn on red in north carolina,False
1632,does the unites states have an official language,False
1633,are texas hold em and poker the same,False
1634,is a worm part of the snake family,False
1635,does the dog die in the movie benji,False
1636,changes in the gene pool can occur due to various mechanisms,True
1637,is new zealand located on the pacific ring of fire,True
1638,is there a difference between tif and tiff files,False
1639,is there going to be the messengers season 2,False
1640,is dulles airport the same as reagan airport,False
1641,is great britain still part of the european union,True
1642,did monk ever solve his wifes case,True
1643,do you need a photo id to vote in texas,True
1644,can a written statement be used in court,True
1645,has the vice president ever broken a tie in the senate,True
1646,is there a bank of the west in arizona,True
1647,do american league teams play against national league teams,True
1648,do abby and luka get married on er,True
1649,is jill and jessa counting on still on,True
1650,in blue lagoon are they brother and sister,False
1651,is central park the biggest park in america,False
1652,is the word aint in the english dictionary,True
1653,do all pendulums swing at the same rate,False
1654,is trinidad and tobago part of the caribbean,True
1655,is scottie pippen in the nba hall of fame,True
1656,is there a sequel to war of the planet of the apes,False
1657,is the 100 based off of a book,True
1658,is there such a thing as certified email,True
1659,does the us army still issue dog tags,True
1660,does a rook piercing go through the back of your ear,False
1661,is swai fish and basa fish the same,True
1662,did patrick swayze surf in the movie point break,True
1663,is there going to be a 30th season of the simpsons,True
1664,can you die from playing too much video games,True
1665,can you have fog and rain at the same time,True
1666,did zidane won la liga as a coach,True
1667,is the terror based on a real story,True
1668,can you call a married woman maid of honor,False
1669,oracle bones were used by the chinese to tell what happened in the past,True
1670,is university of the philippines a state university,True
1671,was the movie dreamgirls based on the supremes,True
1672,is season 7 of got the final season,False
1673,did rachel go to paris at the end of friends,False
1674,is it legal to smoke in bars in florida,True
1675,can a priest tell the police a confession uk,True
1676,is the entire house of representatives up for reelection,True
1677,can you get 100 pound notes in england,False
1678,are there two versions of the greatest showman,True
1679,is there a train station on hayling island,False
1680,can you score an own goal from a direct free kick,True
1681,can i get canadian citizenship if my grandfather was canadian,False
1682,do you have to be a bishop to be a cardinal,True
1683,is too close to home season 3 out,False
1684,can the president order congress back in session,True
1685,can you buy ps2 games on ps4 store,True
1686,is there a difference between groundhog and woodchuck,False
1687,does the queen go on her color in chess,True
1688,do they have golden goal in the world cup,False
1689,do all dslr lenses fit all dslr cameras,False
1690,are the scorpion king and the mummy related,True
1691,is there a womens fifa world cup,True
1692,can you drink in missouri as a passenger,True
1693,has the world cup been decided by penalties,True
1694,do the hosts country of the world cup have to qualify,False
1695,is a vin number the same as a serial number,False
1696,is there a car tunnel under the english channel,True
1697,is a t cell a white blood cell,True
1698,do the titans win in remember the titans,True
1699,do you get paid for being on the block nz,True
1700,does a throw in count as a goal,False
1701,can a batsman be out on a no ball,True
1702,is there a death penalty for high treason in the uk,False
1703,is the us open always played on the same course,False
1704,was the movie jack based on a true story,False
1705,can i travel to new zealand without a passport,False
1706,is for king and country a christian band,True
1707,is there such thing as a poisonous butterfly,True
1708,is there less nicotine in ultra light cigarettes,False
1709,can you board a train with rac ticket,True
1710,did season 5 are you the one win,False
1711,can the president appoint supreme court justice without senate,False
1712,can you use the 5th amendment in court,True
1713,is smart city concept a waste of natural resources,False
1714,is there a laugh track in how i met your mother,True
1715,has usa ever won winter olympic medal count,True
1716,is there a navy base in new orleans,True
1717,game of thrones season 8 is the last season,True
1718,is it required by law to register for selective service,True
1719,is the deep web and the dark web the same thing,False
1720,can a dog get pregnant by a coyote,True
1721,can you change a pawn to a queen in chess,True
1722,does court number 1 at wimbledon have a roof,False
1723,are there fish in the los angeles river,True
1724,has a hurricane ever come up the chesapeake bay,True
1725,is teflon tape and ptfe the same thing,True
1726,is the inverse of a function always surjective,True
1727,is there a season 3 of fuller house,True
1728,is the white house press secretary part of the cabinet,False
1729,does marley die in the movie marley and me,True
1730,can you have fraternal twins with different fathers,False
1731,is there such thing as international mens day,True
1732,is there such a thing as rose gold,True
1733,is mexico considered part of the united states,False
1734,the movie gangs of new york is it a true story,False
1735,did eddie the eagle participate in 1992 olympics,False
1736,does active transport move molecules along a concentration gradient,False
1737,does bran really die in game of thrones,False
1738,do you have to refrigerate coffee mate creamer,True
1739,do electrons travel at the speed of light,False
1740,is puja the most important part of hinduism,False
1741,in wikipedia it is possible to edit the text of an article in html,True
1742,can you kill on the first move with a pawn in chess,False
1743,is red velvet cake the same as chocolate,False
1744,is creed a part of the rocky series,True
1745,is lax the biggest airport in the world,False
1746,did the treaty of paris ended the american revolution,True
1747,are home mortgage loans traded in the money market,True
1748,the actors in the courtroom work group typically cooperate with one another,True
1749,is four winds casino on an indian reservation,True
1750,is aldis associated with trader joes,True
1751,does monroe stahr die in the last tycoon,True
1752,are there spark plugs in a fuel injected engine,True
1753,does every place on earth get the same amount of sunlight,False
1754,are there penalty kicks in the world cup,True
1755,do itv pay the fines on judge rinder,True
1756,will there be a sequel to it 2017,True
1757,is there a cure for rift valley fever,False
1758,is there a season 3 of food wars,True
1759,did any of the friends cast appear on joey,True
1760,do any states not have seat belt laws,True
1761,is blue valentine based on a true story,False
1762,are st bernards still used as rescue dogs,False
1763,is liam on bb married in real life,True
1764,does the wii u play old wii games,True
1765,has anyone ever won a million dollars on the show who wants to be a millionaire,True
1766,are there still any world war 2 veterans alive,True
1767,has anyone ever died running with the bulls,True
1768,is 762 x54 the same as 30 06,False
1769,is cracked wheat and bulgur the same thing,False
1770,is mahimahi a type of dolphin,True
1771,can president make recess appointment to supreme court,True
1772,is operating cash flow the same as free cash flow,True
1773,was the first woman to sit as an mp in the uk house of commons an immigrant from the united states,True
1774,is i 93 in boston a toll road,False
1775,is the movie shooter based on real life,False
1776,was the fruit orange named after the color,False
1777,are the north and south islands of new zealand connected,False
1778,is there a frozen ride at disney world,True
1779,is the thick ascending limb permeable to water,False
1780,is there going to be a 3rd 21 jump street,True
1781,is there going to be a season 13 for criminal minds,True
1782,can you marry someone with the same last name in korea,True
1783,is there a lymph node behind the knee,True
1784,can a will have a no contest clause,True
1785,does the constitution say life liberty and the pursuit of happiness,False
1786,does the old xbox one controller have bluetooth,False
1787,is sodium hydrogen carbonate the same as baking soda,True
1788,is game of thrones based on the book,True
1789,are home depot and lowes the same company,False
1790,does the tower of london have a moat,True
1791,is becky g in the power rangers movie,True
1792,does eomer die in lord of the rings,False
1793,is there capital punishment in the state of florida,True
1794,is punta cana in north of dominican republic,False
1795,do the supreme court justices have secret service,False
1796,does a registered agent have to live in the state,True
1797,has there ever been a supermajority in congress,True
1798,if no energy were added to the gas during the expansion could the pressure remain constant,False
1799,is there going to be new episodes of fairy tail,False
1800,is 16 the age of consent in canada,True
1801,is santa ana the same as john wayne airport,False
1802,do tour de france riders have to wear helmets,True
1803,did miley cyrus play in high school musical 2,True
1804,has the usa won a fifa world cup,False
1805,is there going to be a piranha 2,True
1806,are the blue lagoon characters brother and sister,False
1807,are rubbing alcohol and isopropyl the same thing,True
1808,has there ever been a perfect game of golf,False
1809,did anyone from the office win an emmy,True
1810,is buy buy baby connected to bed bath and beyond,True
1811,was hawaii a territory before it became a state,True
1812,is range rover and land rover the same,False
1813,is there taco bell on the east coast,True
1814,is a place of execution a true story,False
1815,is the fifth season of the originals the last season,True
1816,are meredith and derek together when he died,True
1817,is the last post the same as taps,False
1818,is tokyo sky tree is the tallest tower in the world,True
1819,does callie baby die in season 7 episode 18,False
1820,is hela odins daughter in the comics,False
1821,did france get alsace lorraine back after ww1,True
1822,is an elk a member of the deer family,True
1823,the pancreas carries out endocrine and exocrine functions,True
1824,is reseda in the city of los angeles,True
1825,can you go to jail for civil contempt of court,True
1826,is a wrinkle in time a true story,False
1827,is the caribbean considered part of north america,True
1828,is dublin ohio in the 12th congressional district,True
1829,did kareem abdul jabbar scored 100 points in a game,False
1830,royal caribbean largest ship harmony of the seas,True
1831,is center of gravity and center of mass the same,False
1832,is a green card a valid form of id,True
1833,did how do you roll go out of business,True
1834,is there going to be a season 3 of daredevil,True
1835,can i call 311 to ask a question,True
1836,is the bugatti veyron the fastest car in the world,False
1837,does penalty shoot out count towards golden boot,False
1838,did the raiders move to las vegas yet,False
1839,are ap classes the same in every school,False
1840,can you impeached a president for something done before taking office,True
1841,does disney own star wars the clone wars,True
1842,is there a bridge from wisconsin to michigan,True
1843,does burke come back in greys anatomy,True
1844,is the eardrum part of the middle ear,False
1845,are blue bottles and portuguese man of war the same,True
1846,is an other than honorable discharge a felony,False
1847,are there any forms of involuntary servitude still permitted today,False
1848,did jack black play guitar in school of rock,True
1849,is there a sequel to i am number 4 film,False
1850,can you go back to trial after a mistrial,True
1851,are camel spiders the same as sun spiders,True
1852,is there still an east and west germany,False
1853,is escape from gringotts ride a roller coaster,True
1854,is there an nfl team moving to las vegas,True
1855,does the nyc subway go to staten island,False
1856,can you play in the nba right out of high school,True
1857,is the golden state warriors from san francisco,True
1858,is it legal to grow tobacco in india,True
1859,is there a difference between spanish rice and mexican rice,False
1860,is infamous festival of blood a full game,True
1861,did season 4 of jane the virgin end,True
1862,do ac milan and inter milan share the same stadium,True
1863,can your pee be red after eating beets,True
1864,can you remote play ps3 games on vita,True
1865,is gears of war 4 the last game,False
1866,are sylvanian families and calico critters the same,True
1867,is there a second place prize in survivor,True
1868,does university of florida have a soccer team,True
1869,a madrigal is a renaissance secular composition for four or five voices,True
1870,is northern ireland a part of great britain,True
1871,staphylococcus is the only causative agent of conjunctivitis,False
1872,does the golden goal rule still exist in football,True
1873,is there a new season of the killing,False
1874,can a 20 year old drink with parents in texas,True
1875,is charlotte in season 13 of geordie shore,False
1876,is it possible to be allergic to rice,True
1877,do you include the title page in a table of contents,False
1878,can you be called doctor with an honorary degree,False
1879,is lana lang and lois lane the same person,False
1880,does blanche die in a streetcar named desire,False
1881,is a paralegal the same as an attorney,False
1882,is lexa in season 3 of the 100,True
1883,is jurassic world a sequel to jurassic park 3,False
1884,was the equal rights amendment ratified and added to the constitution,False
1885,is the body shop still owned by loreal,False
1886,can you have a delayed reaction to grief,True
1887,can you get itv hub on xbox 360,True
1888,is a drive shaft and cv joint the same thing,False
1889,is climbing going to be in the olympics,True
1890,is an invasion of privacy against the law,True
1891,is the movie sandlot based on a true story,False
1892,does the mass of the person make any difference,True
1893,is hocus pocus based on a true story,False
1894,did grace on will and grace have a baby,True
1895,is the loud house based on a true story,True
1896,is will ferrell in night at the roxbury,True
1897,has an animated movie ever won best picture,False
1898,can you jump off two feet in high jump,False
1899,did north by northwest win any academy awards,False
1900,was john ritter on law and order svu,True
1901,is a grizzly the same as a brown bear,False
1902,are all the songs from mamma mia by abba,True
1903,are cadbury creme eggs made with cadbury chocolate,False
1904,are carbon zinc batteries the same as alkaline,False
1905,do all bees and wasps die after stinging,False
1906,is it illegal to own a gun in england,False
1907,does john redcorn know joseph is his son,False
1908,can 2 peoples dna be the same,False
1909,can you use oyster card at walton on thames,False
1910,was the hope diamond ever on the titanic,False
1911,is the coast guard a branch of the armed forces,True
1912,is a time deposit the same as a cd,True
1913,is there a predictable correspondence between word sound and word spelling,True
1914,will the new raiders stadium be a dome,True
1915,can you ride a bicycle on the highway,True
1916,is there a difference between alsatians and german shepherds,False
1917,is the episcopal church part of the anglican church,True
1918,is there a season 3 of my hero academia,True
1919,the internal revenue code is part of federal statutory law true false,True
1920,is the movie willow based on a book,False
1921,does the queens midtown tunnel have a toll,True
1922,is peter in season 2 of hemlock grove,True
1923,is the salmon cooked in lomi lomi salmon,False
1924,can you drink with your parents in pennsylvania,False
1925,did the ucf player with one hand get drafted,True
1926,does a wrinkle in time have a sequel,True
1927,was cape fear based on a true story,False
1928,can you sell horse meat in the uk,True
1929,is there a take your pet to work day,True
1930,do jockeys have to weigh a certain amount,True
1931,can you play old xbox games on xbox 360,True
1932,is the sierra nevada part of the rocky mountains,False
1933,are there any bananas grown in the united states,True
1934,will little witch academia get a third season,False
1935,did they ever say beam me up scotty,False
1936,does the table of contents count as page 1,False
1937,can you pass to the goalie in soccer,False
1938,is 100 million the same as 1 billion,False
1939,is there only 7 seasons of pretty little liars,True
1940,can you use a cast iron skillet on an induction stove,True
1941,can you buy alcohol at the age of 18,False
1942,does lindsay lohan play the guitar in freaky friday,True
1943,can you carry a gun in your car in sc without a permit,True
1944,do all the states have daylight savings time,False
1945,is there a ron jon surf shop in california,False
1946,has anyone ever gone over niagara falls in a barrel,True
1947,did geography affect the development of colonial america,True
1948,is there a season 3 of seven deadly sins,True
1949,is the right to food a legally binding right,False
1950,is hydraulic oil the same as power steering fluid,True
1951,is the drinking age 21 everywhere in the us,True
1952,is demarcus ware still playing in the nfl,False
1953,can you cut someone with a playing card,True
1954,is the show 100 based on a book,True
1955,has an 11 seed ever made it to the ncaa final four,True
1956,is there a border between germany and poland,True
1957,was the peloponnesian war before the persian war,False
1958,are the us virgin islands part of the usa,True
1959,is church of england the same as protestant,True
1960,does hitting the post count as a shot on goal,False
1961,is there such thing as a hairless dog,True
1962,are you automatically a us citizen if you are born here,True
1963,are there still ravens in the tower of london,True
1964,is a tape measure the same as a ruler,True
1965,can you have two surnames in the uk,True
1966,can 16 year olds drink alcohol in australia,False
1967,is the routing number the same as the transit number,True
1968,is all of florida on the same time zone,False
1969,is there a season 9 of once upon a time,False
1970,is texas the largest state in the usa,False
1971,was lucy and ricky married in real life,True
1972,can you win more than one nobel peace prize,True
1973,are football boots and soccer boots the same,True
1974,can you reflect a laser off the moon,True
1975,did dr hook ever get their picture on the cover of the rolling stone,True
1976,is season 5 the last for silicon valley,False
1977,president is the head of government in india,True
1978,is season 29 of the simpsons the last season,False
1979,does a turtles shell grow with them,True
1980,does the suzuki sx4 have a timing belt,False
1981,hydonephrosis is caused by decreased blood flow to the kidney,True
1982,is there a bergdorf goodman in los angeles,False
1983,is hela lokis daughter in the comics,True
1984,is the holly and the ivy a hymn,False
1985,are aldi  lidl part of the same company,False
1986,is the kia soul a 4 wheel drive,False
1987,is it the same year in every country,False
1988,is vampire diaries a spin off of twilight,False
1989,is france a part of the united kingdom,False
1990,when do andy and erin get back together,False
1991,are wizards human in lord of the rings,False
1992,is it possible to have more than one citizenship,True
1993,does the us have military bases in germany,True
1994,did original wagon wheels have jam in them,False
1995,is there a difference between spanish and portuguese language,True
1996,is there a toronto in the united states,True
1997,did the boy who cried wolf have a name,False
1998,is the clark memorial bridge a toll bridge,False
1999,can a geologist work in an oil company,True
2000,can you get a letterman jacket as a freshman,True
2001,is the book me before you based on a true story,False
2002,does north korea have an ambassador to the united nations,True
2003,can you have alcohol with your last meal,False
2004,is there a bank associated with american express,True
2005,does a sacrifice count as an at bat,False
2006,is there a queen in an ant colony,True
2007,can you get a hole in one on a par 4,True
2008,can you go into shock from emotional trauma,True
2009,were there political parties when the constitution was written,False
2010,is there a tube station at london bridge,True
2011,is there going to be a third season of rick and morty,True
2012,is a citizen card the same as an identity card,True
2013,does dr mcdreamy die on greys anatomy,True
2014,will there be a season 2 of battle creek,False
2015,are airsoft guns legal in new york state,False
2016,is the marginal cost curve the supply curve,False
2017,does the boy die in the space between us,False
2018,can puerto rico vote for united states president,False
2019,is a flat white the same as a latte,False
2020,are parchment paper and butter paper the same,False
2021,is the actor who played willow still alive,True
2022,is a checksum the same as a hash,False
2023,is there an alcoholic version of a shirley temple,True
2024,has lebron james ever been in the dunk contest,False
2025,is propane gas the same as lpg gas,True
2026,is there going to be a season 3 of stranger thingd,True
2027,are there district courts at the state and federal level,False
2028,can i turn right on a red light in usa,True
2029,are doritos and tostitos made by the same company,True
2030,does northern ireland have a national football team,True
2031,are there any words to the spanish national anthem,False
2032,is the ball dead when it hits a runner,True
2033,are any of the bee gees still living,True
2034,did mexico qualify for the world cup 2018,True
2035,in the movie 47 meters down does kate die,True
2036,can a country refuse to pay its debt,True
2037,is the greatest royal rumble going to be on the wwe network,True
2038,can you use hyper v on windows 7,False
2039,is the rhine and the rhone the same river,True
2040,can i use my national insurance number as id,False
2041,is it possible to have 5 wisdom teeth,True
2042,is french guiana part of the european union,True
2043,is curry village the same as half dome village,True
2044,was james and the giant peach on broadway,False
2045,is victoria day a holiday in the usa,True
2046,do northern ireland compete for gb in the olympics,True
2047,is there a sequel to daddys home,True
2048,is it possible to have a score of 1 in football,True
2049,is it illegal to count cards at a casino,False
2050,is it illegal to not wear a seatbelt in new york,True
2051,did trevor die in the fundamentals of caring,False
2052,does it snow a great deal in the arctic,False
2053,is there new episodes of pretty little liars,False
2054,does a carbureted engine have a fuel pump,True
2055,is the closer and major crimes the same show,False
2056,is the movie mine based on a true story,False
